title,acronym,ordinal,city,country,startDate,endDate,year,wikiCfpid,dblpid,seriesTitle,url,describedAtUrl
"Information Theoretic Security - Second International Conference, ICITS 2007, Madrid, Spain, May 25-29, 2007",ICITS 2007,2.0,Madrid,Spain,2007-05-25,2007-05-29,2007.0,,,Conference on Information-Theoretic Cryptography,http://www.wikidata.org/entity/Q106243167,https://dblp.org/db/conf/icits/icits2007.html
"Computers and Games, 4th International Conference, CG 2004, Ramat-Gan, Israel, July 5-7, 2004",CG 2004,4.0,,Israel,2004-07-05,2004-07-07,2004.0,,,Computers and Games,http://www.wikidata.org/entity/Q106243117,https://dblp.org/db/conf/cg/cg2004.html
"8th Symposium on Dynamic Languages, DLS '12, Tucson, AZ, USA, October 22, 2012",DLS 2012,8.0,,United States of America,,,,,,Dynamic Languages Symposium,http://www.wikidata.org/entity/Q106243312,https://dblp.org/db/conf/dls/dls2012.html
"Modelling Foundations and Applications - 9th European Conference, ECMFA 2013, Montpellier, France, July 1-5, 2013",ECMFA 2013,9.0,Montpellier,France,2013-07-01,2013-07-05,2013.0,,,European Conference on Mobile Robots,http://www.wikidata.org/entity/Q106243442,https://dblp.org/db/conf/ecmdafa/ecmfa2013.html
"Integer Programming and Combinatorial Optimization - 20th International Conference, IPCO 2019, Ann Arbor, MI, USA, May 22-24, 2019",IPCO 2019,20.0,,United States of America,2019-05-22,2019-05-24,2019.0,,,Conference on Integer Programming and Combinatorial Optimization,http://www.wikidata.org/entity/Q106243169,https://dblp.org/db/conf/ipco/ipco2019.html
"2015 ACM Annual Conference on SIGUCCS, St. Petersburg, FL, USA, November 9-13, 2015",SIGUCCS 2015,43.0,,United States of America,2015-11-09,2015-11-13,2015.0,,,Conference on User Services,http://www.wikidata.org/entity/Q106243193,https://dblp.org/db/conf/siguccs/siguccs2015.html
"5th Conference on Creativity & Cognition, London, United Kingdom, April 12-15, 2005",Creativity & Cognition 2005,5.0,London,United Kingdom,2005-04-12,2005-04-15,2005.0,,,Creativity & Cognition,http://www.wikidata.org/entity/Q106243208,https://dblp.org/db/conf/candc/candc2005.html
"New Computational Paradigms, First Conference on Computability in Europe, CiE 2005, Amsterdam, The Netherlands, June 8-12, 2005",CiE 2005,1.0,Amsterdam,Kingdom of the Netherlands,2005-06-08,2005-06-12,2005.0,,,Conference on Computability in Europe,http://www.wikidata.org/entity/Q106243140,https://dblp.org/db/conf/cie/cie2005.html
"4th Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques, DIS 2002, London, England, UK, June 25-28, 2002",DIS 2002,4.0,London,United Kingdom,2002-06-25,2002-06-28,2002.0,,,Conference on Designing Interactive Systems,http://www.wikidata.org/entity/Q106243155,https://dblp.org/db/conf/ACMdis/ACMdis2002.html
"CCS 2001, 8th ACM Conference on Computer and Communications Security, Philadelphia, Pennsylvania, USA, November 6-8, 2001",CCS 2001,8.0,Philadelphia,United States of America,2001-11-06,2001-11-08,2001.0,,,Conference on Computer and Communications Security,http://www.wikidata.org/entity/Q106243149,https://dblp.org/db/conf/ccs/ccs2001.html
"Euro-Par 2004 Parallel Processing, 10th International Euro-Par Conference, Pisa, Italy, August 31-September 3, 2004",Euro-Par 2004,10.0,Pisa,Italy,2004-08-31,2004-09-03,2004.0,,,European Conference on Parallel Processing,http://www.wikidata.org/entity/Q106243446,https://dblp.org/db/conf/europar/europar2004.html
"DLS'14, 10th ACM Symposium on Dynamic Languages, part of SLASH 2014, Portland, OR, USA, October 20-24, 2014",DLS 2014,10.0,Portland,United States of America,2014-10-20,2014-10-24,2014.0,,,Dynamic Languages Symposium,http://www.wikidata.org/entity/Q106243310,https://dblp.org/db/conf/dls/dls2014.html
"Information Theoretic Security, 4th International Conference, ICITS 2009, Shizuoka, Japan, December 3-6, 2009",ICITS 2009,4.0,,Japan,2009-12-03,2009-12-06,2009.0,,,Conference on Information-Theoretic Cryptography,http://www.wikidata.org/entity/Q106243166,https://dblp.org/db/conf/icits/icits2009.html
"Integer Programming and Combinatorial Optimization, 5th International IPCO Conference, Vancouver, British Columbia, Canada, June 3-5, 1996",IPCO 1996,5.0,Vancouver,Canada,1996-06-03,1996-06-05,1996.0,,,Conference on Integer Programming and Combinatorial Optimization,http://www.wikidata.org/entity/Q106243184,https://dblp.org/db/conf/ipco/ipco1996.html
"Cooperative Design, Visualization, and Engineering - 11th International Conference, CDVE 2014, Seattle, WA, USA, September 14-17, 2014",CDVE 2014,11.0,Seattle,United States of America,2014-09-14,2014-09-17,2014.0,,,"Cooperative Design, Visualization, and Engineering",http://www.wikidata.org/entity/Q106243207,https://dblp.org/db/conf/cdve/cdve2014.html
"Interspeech 2019, 20th Annual Conference of the International Speech Communication Association, Graz, Austria, 15-19 September 2019",INTERSPEECH 2019,20.0,Graz,Austria,2019-09-15,2019-09-19,2019.0,,,Conference of the International Speech Communication Association,http://www.wikidata.org/entity/Q106243120,https://dblp.org/db/conf/interspeech/interspeech2019.html
"Euro-Par 2018: Parallel Processing - 24th International Conference on Parallel and Distributed Computing, Turin, Italy, August 27-31, 2018",Euro-Par 2018,24.0,Turin,Italy,2018-08-27,2018-08-31,2018.0,,,European Conference on Parallel Processing,http://www.wikidata.org/entity/Q106243445,https://dblp.org/db/conf/europar/europar2018.html
"Integer Programming and Combinatorial Optimization - 19th International Conference, IPCO 2017, Waterloo, ON, Canada, June 26-28, 2017",IPCO 2017,19.0,,Canada,2017-06-26,2017-06-28,2017.0,,,Conference on Integer Programming and Combinatorial Optimization,http://www.wikidata.org/entity/Q106243181,https://dblp.org/db/conf/ipco/ipco2017.html
"17th International Conference on Privacy, Security and Trust, PST 2019, Fredericton, NB, Canada, August 26-28, 2019",PST 2019,17.0,,Canada,2019-08-26,2019-08-28,2019.0,,,"Conference on Privacy, Security and Trust",http://www.wikidata.org/entity/Q106243189,https://dblp.org/db/conf/pst/pst2019.html
"Integer Programming and Combinatorial Optimization, 13th International Conference, IPCO 2008, Bertinoro, Italy, May 26-28, 2008",IPCO 2008,13.0,,Italy,2008-05-26,2008-05-28,2008.0,,,Conference on Integer Programming and Combinatorial Optimization,http://www.wikidata.org/entity/Q106243183,https://dblp.org/db/conf/ipco/ipco2008.html
"Diagrammatic Representation and Inference - 11th International Conference, Diagrams 2020, Tallinn, Estonia, August 24-28, 2020",Diagrams 2020,11.0,Tallinn,Estonia,2020-08-24,2020-08-28,2020.0,,,Diagrams,http://www.wikidata.org/entity/Q106243300,https://dblp.org/db/conf/diagrams/diagrams2020.html
"Engineering Secure Software and Systems - 9th International Symposium, ESSoS 2017, Bonn, Germany, July 3-5, 2017",ESSoS 2017,9.0,Bonn,Germany,2017-07-03,2017-07-05,2017.0,,,Engineering Secure Software and Systems,http://www.wikidata.org/entity/Q106243322,https://dblp.org/db/conf/essos/essos2017.html
"Software Architecture - 13th European Conference, ECSA 2019, Paris, France, September 9-13, 2019",ECSA 2019,13.0,Paris,France,2019-09-09,2019-09-13,2019.0,,,European Conference on Software Architecture,http://www.wikidata.org/entity/Q106243453,https://dblp.org/db/conf/ecsa/ecsa2019.html
"4th European Working Session on Learning, Montpellier, France, 4-6 December 1989",EWSL 1989,4.0,Montpellier,France,1989-12-04,1989-12-06,1989.0,,,European Conference on Machine Learning,http://www.wikidata.org/entity/Q106243437,
"Electronic Participation, Second IFIP WG 8.5 International Conference, ePart 2010, Lausanne, Switzerland, August 29 - September 2, 2010",ePart 2010,2.0,Lausanne,Switzerland,2010-08-29,2010-09-02,2010.0,,,Electronic Participation,http://www.wikidata.org/entity/Q106243317,https://dblp.org/db/conf/epart/epart2010.html
"28th Euromicro Conference on Real-Time Systems, ECRTS 2016, Toulouse, France, July 5-8, 2016",ECRTS 2016,28.0,Toulouse,France,2016-07-05,2016-07-08,2016.0,,,Euromicro Conference on Real-Time Systems,http://www.wikidata.org/entity/Q106243344,https://dblp.org/db/conf/ecrts/ecrts2016.html
"Data Communications and their Performance, Sixth IFIP WG6.3 Conference on Performance of Computer Networks, Istanbul, Turkey, 1995",Data Communications and their Performance 1995,6.0,Istanbul,Turkey,,,,,,Data Communications and their Performance,http://www.wikidata.org/entity/Q106243217,https://dblp.org/db/conf/dcsp/dcsp1995.html
"Algebraic Informatics - 6th International Conference, CAI 2015, Stuttgart, Germany, September 1-4, 2015",CAI 2015,6.0,Stuttgart,Germany,2015-09-01,2015-09-04,2015.0,,,Conference on Algebraic Informatics,http://www.wikidata.org/entity/Q106243132,https://dblp.org/db/conf/cai/cai2015.html
"the ACM Conference on Computer and Communications Security, CCS'12, Raleigh, NC, USA, October 16-18, 2012",CCS 2012,19.0,,United States of America,2012-10-16,2012-10-18,2012.0,,,Conference on Computer and Communications Security,http://www.wikidata.org/entity/Q106243146,https://dblp.org/db/conf/ccs/ccs2012.html
"Smart Sensing and Context - 5th European Conference, EuroSSC 2010, Passau, Germany, November 14-16, 2010",EuroSSC 2010,5.0,,Germany,2010-11-14,2010-11-16,2010.0,,,European Conference on Smart Sensing and Context,http://www.wikidata.org/entity/Q106243450,https://dblp.org/db/conf/eurossc/eurossc2010.html
"Integer Programming and Combinatorial Optimization, 14th International Conference, IPCO 2010, Lausanne, Switzerland, June 9-11, 2010",IPCO 2010,14.0,Lausanne,Switzerland,2010-06-09,2010-06-11,2010.0,,,Conference on Integer Programming and Combinatorial Optimization,http://www.wikidata.org/entity/Q106243182,https://dblp.org/db/conf/ipco/ipco2010.html
"12th International on Conference on emerging Networking EXperiments and Technologies, CoNEXT 2016, Irvine, California, USA, December 12-15, 2016",CoNEXT 2016,12.0,,United States of America,2016-12-12,2016-12-15,2016.0,,,Conference on Emerging Network Experiment and Technology,http://www.wikidata.org/entity/Q106243156,https://dblp.org/db/conf/conext/conext2016.html
"Computational Learning Theory, Second European Conference, EuroCOLT '95, Barcelona, Spain, March 13-15, 1995",EuroCOLT 1995,2.0,Barcelona,Spain,1995-03-13,1995-03-15,1995.0,,,European Conference on Computational Learning Theory,http://www.wikidata.org/entity/Q106243419,https://dblp.org/db/conf/eurocolt/eurocolt1995.html
"Data and Applications Security and Privacy XXXIII - 33rd Annual IFIP WG 11.3 Conference, DBSec 2019, Charleston, SC, USA, July 15-17, 2019",DBSec 2019,33.0,,United States of America,2019-07-15,2019-07-17,2019.0,,,Database Security,http://www.wikidata.org/entity/Q106243222,https://dblp.org/db/conf/dbsec/dbsec2019.html
"Engineering Secure Software and Systems - 10th International Symposium, ESSoS 2018, Paris, France, June 26-27, 2018",ESSoS 2018,10.0,Paris,France,2018-06-26,2018-06-27,2018.0,,,Engineering Secure Software and Systems,http://www.wikidata.org/entity/Q106243321,https://dblp.org/db/conf/essos/essos2018.html
"Modelling Foundations and Applications - 13th European Conference, ECMFA@STAF 2017, Marburg, Germany, July 19-20, 2017",ECMFA@STAF 2017,13.0,,Germany,2017-07-19,2017-07-20,2017.0,,,European Conference on Mobile Robots,http://www.wikidata.org/entity/Q106243439,https://dblp.org/db/conf/ecmdafa/ecmfa2017.html
"2009 ACM Conference on Computer and Communications Security, CCS 2009, Chicago, Illinois, USA, November 9-13, 2009",CCS 2009,16.0,Chicago,United States of America,2009-11-09,2009-11-13,2009.0,,,Conference on Computer and Communications Security,http://www.wikidata.org/entity/Q106243148,https://dblp.org/db/conf/ccs/ccs2009.html
"1st IEEE Consumer Communications and Networking Conference, CCNC 2004, Las Vegas, NV, USA, January 5-8, 2004",CCNC 2004,1.0,Las Vegas,United States of America,2004-01-05,2004-01-08,2004.0,,,Consumer Communications and Networking Conference,http://www.wikidata.org/entity/Q106243204,https://dblp.org/db/conf/ccnc/ccnc2004.html
"Systems, Software and Services Process Improvement - 25th European Conference, EuroSPI 2018, Bilbao, Spain, September 5-7, 2018",EuroSPI 2018,25.0,,Spain,2018-09-05,2018-09-07,2018.0,,,European Conference on Software Process Improvement,http://www.wikidata.org/entity/Q106243458,https://dblp.org/db/conf/eurospi/eurospi2018.html
"Computers and Games, Second International Conference, CG 2000, Hamamatsu, Japan, October 26-28, 2000",CG 2000,2.0,,Japan,2000-10-26,2000-10-28,2000.0,,,Computers and Games,http://www.wikidata.org/entity/Q106243118,https://dblp.org/db/conf/cg/cg2000.html
"Computer Performance Evaluations, Modelling Techniques and Tools. 13th International Conference, TOOLS 2003, Urbana, IL, USA, September 2-5, 2003",Computer Performance Evaluation 2003,13.0,,United States of America,2003-09-02,2003-09-05,2003.0,,,Computer Performance Evaluation,http://www.wikidata.org/entity/Q106243102,https://dblp.org/db/conf/cpe/cpe2003.html
"12th Symposium on Dynamic Languages, DLS 2016, Amsterdam, The Netherlands, November 1, 2016",DLS 2016,12.0,Amsterdam,Kingdom of the Netherlands,,,,,,Dynamic Languages Symposium,http://www.wikidata.org/entity/Q106243308,https://dblp.org/db/conf/dls/dls2016.html
"2013 ACM SIGSAC Conference on Computer and Communications Security, CCS'13, Berlin, Germany, November 4-8, 2013",CCS 2013,20.0,Berlin,Germany,2013-11-04,2013-11-08,2013.0,,,Conference on Computer and Communications Security,http://www.wikidata.org/entity/Q106243145,https://dblp.org/db/conf/ccs/ccs2013.html
"9th Conference on Information Technology Education, SIGITE 2008, Cincinnati, OH, USA, October 16-18, 2008",SIGITE 2008,9.0,,United States of America,2008-10-16,2008-10-18,2008.0,,,Conference on Information Technology Education,http://www.wikidata.org/entity/Q106243160,https://dblp.org/db/conf/sigite/sigite2008.html
"Algebraic Informatics - 4th International Conference, CAI 2011, Linz, Austria, June 21-24, 2011",CAI 2011,4.0,Linz,Austria,2011-06-21,2011-06-24,2011.0,,,Conference on Algebraic Informatics,http://www.wikidata.org/entity/Q106243133,https://dblp.org/db/conf/cai/cai2011.html
"Modelling Foundations and Applications - 10th European Conference, ECMFA@STAF 2014, York, UK, July 21-25, 2014",ECMFA@STAF 2014,10.0,,United Kingdom,2014-07-21,2014-07-25,2014.0,,,European Conference on Mobile Robots,http://www.wikidata.org/entity/Q106243440,https://dblp.org/db/conf/ecmdafa/ecmfa2014.html
"4th International Conference on Spoken Language Processing, Philadelphia, PA, USA, October 3-6, 1996",ICSLP 1996,4.0,Philadelphia,United States of America,1996-10-03,1996-10-06,1996.0,,,Conference of the International Speech Communication Association,http://www.wikidata.org/entity/Q106243124,https://dblp.org/db/conf/interspeech/icslp1996.html
"Euro-Par '98 Parallel Processing, 4th International Euro-Par Conference, Southampton, UK, September 1-4, 1998",Euro-Par 1998,4.0,,United Kingdom,1998-09-01,1998-09-04,1998.0,,,European Conference on Parallel Processing,http://www.wikidata.org/entity/Q106243447,https://dblp.org/db/conf/europar/europar98.html
"MultiMedia Modeling - 25th International Conference, MMM 2019, Thessaloniki, Greece, January 8-11, 2019",MMM 2019,25.0,Thessaloniki,Greece,2019-01-08,2019-01-11,2019.0,,,Conference on Multimedia Modeling,http://www.wikidata.org/entity/Q106243186,https://dblp.org/db/conf/mmm/mmm2019-1.html
"Actes du XXXIVème Congrès INFORSID, Grenoble, France, May 31 - June 3, 2016",INFORSID 2016,34.0,Grenoble,France,2016-05-31,2016-06-03,2016.0,,,Congrès INFORSID,http://www.wikidata.org/entity/Q106243201,https://dblp.org/db/conf/inforsid/inforsid2016.html
